0.061297	-4028.17	429914	-285402
0.027182	-584914	-667204	43220.4
0.062287	275780	-250631	-115805
0.073795	-312465	-355077	179405
0.022343	-226152	168495	-623672
0.012027	-303413	-172077	-130549
0.030189	-534364	-1.42676e+06	-531283
0.032953	-819565	179221	-48062.9
0.043596	48096.2	210698	-318821
0.051941	49783.3	345142	-642640
0.009368	-571119	311340	526983
0.027691	-310515	-232851	533252
0.083119	312840	581925	208958
0.003312	-669573	99622.6	291397
0.096770	667389	-89250.6	637021
0.075799	-472070	349755	205910
0.050454	-352709	601414	-125809
0.059462	232321	-472732	-430837
0.024502	-6146.33	537921	-60798.2
0.047134	180904	-101547	-369751
0.100300	-608661	101276	621788
0.057262	-134215	-604121	677054
0.053586	9276.52	-70114.3	-366605
0.024598	-369423	-1.01837e+06	639686
0.050554	-221793	-164856	-53418.4
0.064442	-86633.6	-427116	-158268
0.071031	-48398.9	317526	749147
0.040983	1.1745e+06	718604	47099.5
0.037989	373906	-660937	-52703.1
0.101678	673591	648135	-600476
0.003745	162268	-1.05503e+06	-167456
0.091458	285672	557321	-171077
0.094604	-52308	460938	71059.8
0.081902	303916	-470088	-523229
0.010143	-219143	381135	-76479.3
0.027062	315215	-621212	-45071.5
0.034362	-524449	-588807	-361904
0.070898	416495	-210112	550518
0.014211	-407331	310615	79842.9
0.073950	40744.1	-262937	-719562
0.010777	-153803	455386	-280612
0.067489	495018	-536098	-185690
0.050934	-315687	236601	-223391
0.081181	263057	-149630	551483
0.073968	22740.9	439229	-47820.9
0.093905	43543.6	-289145	368488
0.092510	807993	311411	295570
0.034207	-393955	-1.10989e+06	-390610
0.072689	612638	-95429.7	370271
0.020595	-160831	-582351	123917
0.003316	373567	-192523	155084
0.076891	528584	429960	-131550
0.051429	-849156	44855.3	-333920
0.050156	-517557	315767	488908
0.093637	594057	-1.0944e+06	-10438.2
0.063293	-818808	-892142	169774
0.064184	217334	-925749	254603
0.088359	13756.1	-455969	-615322
0.083230	-794420	406734	-151098
0.059265	675307	96663.4	-442063
0.019672	-440078	5178.74	754023
0.024769	358438	305013	-68675.8
0.092409	381243	21447.6	658577
0.003261	447421	-425338	296193
0.050742	-991448	442645	34647.5
0.017549	-157245	175114	169429
0.101039	-163412	184144	-270233
0.073278	-81921.7	-365441	-503549
0.052532	-506976	148442	743251
0.049042	-55285.7	1.07585e+06	285334
0.006714	-1.13512e+06	60515.3	553595
0.070223	544926	-131345	-375775
0.004461	-83785.8	1.00602e+06	68351.3
0.007162	-165044	-301056	-239242
0.054379	-479177	-728435	390833
0.010717	15585.3	-842089	719007
0.084963	-569.041	446112	281280
0.084458	538473	-204892	-172089
0.074625	598854	-162408	-159062
0.015185	-400873	-239514	-332306
0.068497	34286.8	-189463	225046
0.053671	-987036	-783254	-8038.34
0.100365	48851.3	629390	-354805
0.067596	297536	-754417	427262
0.083146	270625	467301	308534
0.047469	-15554.5	528949	507300
0.044174	-801494	-87484.7	-595883
0.085913	-113483	-718527	493398
0.009260	280879	82960.3	631841
0.012868	-392338	176796	-934892
0.018206	-34022.3	-556612	264139
0.040791	694764	513158	331163
0.085269	-488906	-56136.6	-805238
0.082889	-181481	-507075	-273962
0.006388	-634574	672672	130681
0.041514	194463	-72810.6	183998
0.053886	-615794	302945	-665062
0.042835	283177	836411	-312496
0.067746	-117068	224176	-251890
0.064834	290747	-25431.6	-171073
0.029650	-326655	-462532	-585768
0.045430	-261871	-243259	764028
0.001858	-139238	-168540	259151
0.101842	656984	269250	-19260
0.017356	-477544	-827408	54980.4
0.011284	-235402	100495	294794
0.038542	1.59317e+06	-505975	-2909.18
0.020264	83773.7	-107328	-247416
0.050613	26349	247793	-78179.1
0.034939	-610026	-652691	-211793
0.099005	-601871	-663537	511838
0.094999	-32203.7	276293	-270393
0.005777	-237917	-10142.7	329332
0.076203	372455	154343	-176923
0.028721	-291754	360439	880564
0.043954	26542.7	979935	192453
0.056148	283702	-100772	-575256
0.097896	50150.4	-91902.1	320168
0.042907	914436	685717	-342126
0.101169	342904	-353016	-600000
0.031155	-322998	106975	-50263.5
0.072392	349483	-383743	-182694
0.069302	503664	140700	335007
0.055787	-76749.8	120428	-19720.4
0.072198	-56272.5	346024	-63777.2
0.068648	534961	-169217	-351913
0.018278	-1.06531e+06	-23518	-163979
0.013677	-810633	-68577.5	436329
0.000322	775370	509654	425527
0.018028	528077	540338	320558
0.004251	143650	-752085	892752
0.057468	-360709	286114	-633851
0.090886	-268603	-293137	-406176
0.069057	678741	294752	-214718
0.020147	624427	-55702.7	444484
0.038226	1.06615e+06	-429645	39644.5
0.047671	-256749	479607	-16792.5
0.101136	756298	476375	-483078
0.016675	-379602	33390.7	496679
0.088350	-113502	425714	-210026
0.067131	-35127	-1417.55	397561
0.038649	443168	-1.26506e+06	-316812
0.020200	-393919	48086.2	447976
0.043851	337520	297144	-491204
0.050517	-801718	124117	637249
0.012478	733144	284818	-5893.16
0.061236	152232	51084.3	221029
0.023579	-107362	49438.9	168660
0.039783	827789	125843	-31493.8
0.060467	156216	-699608	124136
0.026583	242519	-110674	529371
0.030131	924076	-246237	69789.6
0.063632	77043	-837464	-247638
0.027625	-476619	-758703	170879
0.085567	-633846	297070	239486
0.101883	-126594	-16725.7	170578
0.075882	-418255	-552815	299761
0.035274	-665500	-680565	-334011
0.061021	-288321	-529881	575388
0.010947	-202529	-52.9252	-213182
0.094281	-156674	-153448	479220
0.091312	-91921.2	142024	262520
0.084807	874815	-212393	162867
0.027079	-107335	-539012	93861.8
0.062533	-338987	298840	1.03231e+06
0.002902	-625497	137689	581700
0.043857	-134694	306612	-166830
0.032347	427590	250831	-26168.9
0.016925	-503250	233896	214618
0.019081	158863	-401271	589765
0.043108	525006	429313	-681237
0.009839	152507	424512	86219.7
0.061777	-484494	-360506	-180676
0.049033	-445678	759801	295487
0.072372	-216384	-282978	340839
0.072596	-410567	397278	154447
0.065566	525842	-226529	-539892
0.003482	9888.33	-283003	1700.19
0.007109	-286271	-422490	-15166.8
0.032574	-285789	230851	-520996
0.054870	-618266	-170463	-81037.8
0.068077	175232	-588637	341653
0.041760	1.31789e+06	1.05192e+06	-437125
0.084650	381085	-40302.2	-232356
0.074352	48316.3	-773250	-6648.61
0.100138	322169	-389076	-130236
0.054892	41424	675585	-110735
0.034247	296297	-52927	598279
0.010877	343554	-521503	-59057.3
0.062530	689626	26166.2	-724912
0.080574	119567	-188590	-41788.5
0.044065	-574499	76548	236738
0.008929	112199	568573	-483222
0.028119	380567	-532853	549154
0.016192	649423	-863228	294647
0.028700	868754	-237131	-394671
0.045662	-306717	963570	115702
0.054513	-187407	-754606	-52773.6
0.047266	-741634	742296	-78282.7
0.090861	292774	-300251	255148
0.052745	-290804	-356198	-897341
0.096542	965197	-150217	-1.15693e+06
0.066382	604843	-224007	378962
0.098408	179944	514117	-739137
0.025400	-23405.6	60577.4	494884
0.070510	384923	-172022	535289
0.030185	119216	-489870	269754
0.070304	-154618	156486	780140
0.072614	468241	-390632	673533
0.007098	-94564.8	663235	59059.4
0.027080	-243438	442247	721066
0.023052	-525828	-808389	-141359
0.069203	-169452	-25645.6	76136.1
0.087939	-43945.7	-253014	547255
0.035661	134634	-8811.22	-273.705
0.081400	-105524	-247568	619841
0.069210	197250	-539025	-709475
0.001016	496813	-338600	327364
0.062349	-936984	-431686	18627
0.039511	1.0159e+06	-22953.2	-536676
0.094249	-382080	126661	-577027
0.000366	-158648	181385	252726
0.047954	-446254	-406810	90151
0.044593	492019	1.57306e+06	686176
0.048163	-431983	735901	465363
0.078998	476978	-509406	-736364
0.033727	372039	644023	347727
0.081732	-167740	122597	512643
0.048652	-1.10934e+06	231337	-136166
0.003478	-116540	477627	-230607
0.019016	-843135	-143212	829105
0.075099	136614	117607	397464
0.049096	-161425	128699	87482.9
0.016048	-702511	-48451.1	247066
0.035207	-611086	-1.05091e+06	-109585
0.062519	-600619	-225348	-359344
0.019115	-80116.8	713514	-746928
0.076411	574645	-724376	-25401
0.026330	56036.3	-472917	1.21839e+06
0.095299	-171339	-641933	343149
0.026985	-310167	-230004	-883108
0.079521	18688.1	546313	289915
0.019865	-295333	69776.9	344329
0.029403	-849654	-117383	-364244
0.008506	-232610	59529.4	-946189
0.060166	57111.6	-257934	532330
0.070527	406021	823380	-211701
0.056839	209165	-533438	266722
0.044280	511136	1.10054e+06	218347
0.067115	-242929	-386093	415043
0.066914	-343376	715070	-125605
0.070498	158911	-34158.3	217275
0.065857	604709	-708976	47430.9
0.097805	-23943.7	418104	-30206.9
0.021181	575441	125151	-455887
0.073909	-84046.6	-891480	500590
0.024303	-337891	-582232	-151820
0.012424	103602	38051.2	67301.6
0.063353	-512334	235058	501391
0.046724	-137705	671791	134411
0.047553	-388839	476017	75056
0.068390	818297	-812297	-130841
0.079149	185999	-115303	-595096
0.036474	-293507	-1.32123e+06	220624
0.068097	-625900	-408001	-437738
0.042526	169136	994764	-557446
0.086691	307356	-63218.5	-465387
0.086863	-469660	11332.1	661618
0.026352	106291	-219618	-196641
0.063806	-431233	31479.1	312521
0.059781	285864	-221611	-499318
0.056098	-26825	6607.67	128254
0.089526	904605	452395	-532425
0.026913	271251	598203	-505491
0.032568	214661	189394	-367082
0.012774	-81307.2	928035	444905
0.097271	1.04913e+06	-236411	-11917.1
0.067334	737025	-402273	522463
0.050247	-491153	-202888	630849
0.066596	-706344	-595443	427752
0.056525	-554490	458851	143912
0.067063	-305763	-306937	59625.5
0.056134	89948.6	-282263	-167375
0.074450	-178573	-425984	-190797
0.054074	-677882	105995	-9812.23
0.102131	-12065.6	304327	-742392
0.023168	-561013	955653	542005
0.010749	48378.4	-169137	-207589
0.011773	-717668	-524848	426807
0.006559	273697	638342	-25530.8
0.042896	829434	219443	1.03495e+06
0.047197	-351064	306112	804435
0.037454	603006	-985914	-424273
0.078383	202432	-510180	-659707
0.064966	-307419	649784	-28644.8
0.080387	-24839.8	2477.57	488470
0.096560	-607773	114362	-1203.2
0.100871	-468922	9074.8	185524
0.019860	-212759	-555608	-15936
0.013771	-229114	940008	-615369
0.071540	-218615	-567354	-541754
0.010394	-325734	-12583.3	696556
0.054356	-445966	-871785	-29246.2
0.054856	378870	-831291	-42003
0.088484	346987	280366	-666255
0.050342	32375	670768	154964
0.040337	1.24851e+06	1.12158e+06	-390156
0.068586	211754	-483207	-934075
0.077016	-198822	-306323	293120
0.053843	-546539	-782984	12370.4
0.035639	-163844	-1.15657e+06	-363820
0.014954	-1.07234e+06	470068	-581274
0.060642	-447749	-253162	-24754.2
0.027030	-361329	113717	-107180
0.004567	-382336	317692	-36730.3
0.078103	-51961	-418587	-40442.3
0.024227	171478	441721	-923535
0.045780	-191068	-219547	-12892.3
0.071307	825497	236124	115981
0.037239	365669	-1.01172e+06	50750.5
0.075727	32535.8	171951	-502728
0.041609	455538	1.12831e+06	773977
0.070962	-176085	614435	226013
0.072593	174119	19165.5	-288402
0.045533	-1.38252e+06	585320	-245688
0.001558	-80654.9	-267202	-479590
0.033777	390917	202200	-485862
0.044407	-436694	753277	500669
0.027247	-297867	176990	-744167
0.020038	480191	-142678	-366395
0.084587	-441472	23102.8	-481120
0.044815	-299467	404305	321421
0.091963	-540993	-350842	69988.1
0.039901	1.059e+06	-549156	-609310
0.079978	551164	140684	374162
0.041066	765094	106184	-10097.5
0.083888	-395107	209343	200525
0.077703	-212450	-481063	-464397
0.039028	2.32343e+06	211706	-26142.7
0.023318	325328	-328537	976908
0.082133	-99185.6	-159694	323300
0.098113	-397493	-546289	-153345
0.034216	-289972	-261719	312094
0.069194	25423.2	-230932	-295845
0.044727	-262101	319784	-690281
0.086220	-335646	-484925	-57264.4
0.079138	409429	125336	-455106
0.018052	316300	-767845	755041
0.089062	772861	-91152.4	-163494
0.101847	-62936.3	-343779	-627652
0.053445	42762.3	-59196.2	199634
0.092028	779910	12562.7	505558
0.060686	288062	-967870	-184036
0.015312	-359296	-797823	-718134
0.020268	-678725	4415.47	-427176
0.042224	1.15765e+06	1.03202e+06	105716
0.077445	160530	-311434	-54250.9
0.085908	91804.2	-447803	459367
0.082148	-127903	-221663	385403
0.032579	-10061.8	-368021	-401556
0.055916	144357	-478072	647737
0.009607	40076.5	545826	301992
0.011067	53332.3	-182321	-506671
0.013762	-694799	939247	-350864
0.069326	250658	96634.5	-941652
0.051316	983.99	-791709	60080.5
0.019685	587385	167341	49380.4
0.052228	-73927.8	2898.44	1.00875e+06
0.015834	-669765	131131	569112
0.005518	510006	43515.3	-178159
0.087699	81364.1	79992.1	-365879
0.057342	287602	-219961	-695861
0.096392	393483	364356	171101
0.071733	254717	152572	-387324
0.060339	74416.6	-149845	13337.3
0.084762	-91600.2	-355203	366060
0.090874	1.21162e+06	496874	-116292
0.101926	715281	376584	-445031
0.000058	410276	106806	3308.6
0.089736	44021.4	373204	157939
0.063945	-30895.6	505442	549515
0.102149	-40683.2	527540	-327049
0.054702	11912.8	-1.20514e+06	83574.5
0.049001	74599.3	387764	-648550
0.083646	-273816	607741	711890
0.023765	478787	-196992	183725
0.051258	172802	615505	-309604
0.093602	-244322	-689381	361731
0.059778	-317037	-472551	300410
0.087494	116637	-241520	9139.44
0.077205	160351	-202215	763105
0.060139	-225144	-450949	-527215
0.025049	-271789	-736431	-500149
0.069492	-163942	-151881	520931
0.009072	-57358.3	-298658	438551
0.065337	-63309.1	243650	554633
0.068766	-523324	318917	358115
0.075356	64438.2	-121700	-185519
0.092515	-82949	299359	318814
0.101307	-41732.6	317181	-379325
0.079411	43785.9	-6828.8	-195622
0.059966	53840.8	-574788	-224486
0.095355	1.10119e+06	-398866	-749915
0.059829	205309	106956	-222178
0.002075	578680	-856621	321461
0.012151	-279472	208376	-367233
0.089079	700726	-528725	-224329
0.050447	-898598	194293	325052
0.087577	385655	410844	129105
0.021642	-244127	-454592	-33498.5
0.056607	140696	-130966	-572422
0.065551	-45059.8	125698	358574
0.003097	-404903	273364	-221043
0.063561	-697375	618440	-70353.6
0.037364	295252	-412431	-159208
0.004937	471424	254384	-197317
0.050401	-665269	-1.13013e+06	-278510
0.019004	-46534.6	172848	-941334
0.012275	587096	-359545	-475761
0.021044	425134	366804	-231438
0.015759	-711918	-179195	608282
0.020124	-592948	-265277	566281
0.004992	-89531.5	-600733	586050
0.066234	-73605.2	651189	492851
0.029031	178506	-1.08431e+06	-146754
0.055823	-436340	123188	74780.7
0.071346	-43277.5	-356678	-624262
0.052292	-302083	248021	640357
0.055332	-462897	-190249	-130227
0.045445	-599914	782219	-643539
0.013091	-256276	436835	269777
0.051026	197382	-7922.13	271493
0.087282	286780	-620999	-1.03304e+06
0.090470	-46576.8	495220	9456.69
0.028678	44537.5	55038	713433
0.021163	-771722	718363	-422356
0.057915	21898.4	565369	-578286
0.066327	450096	-100098	47842.7
0.043476	-110570	1.04973e+06	320241
0.021791	89595.7	-372138	480936
0.098557	-351850	42177.1	445113
0.008750	-230794	-320816	257620
0.011598	300383	269763	669275
0.015041	485714	-23373.4	347057
0.016857	98435.2	-203333	-381307
0.064948	71246.9	-232405	686619
0.059452	-265135	206633	67719.1
0.005292	-744684	202345	-101811
0.096891	182868	814191	512546
0.075359	250097	274835	-67612.5
0.076582	-249873	-301073	210665
0.006295	37128.3	377615	-275264
0.089506	-298160	-486915	450812
0.096934	478585	-606754	216925
0.101789	-308695	-73822.7	-109659
0.088390	-772162	-249088	-530319
0.081840	272565	-249461	536701
0.053209	-222822	-217647	69609.3
0.018634	159655	-615324	255820
0.041872	610123	789558	628849
0.014585	209431	975276	737136
0.003593	-377368	86841.7	401430
0.097095	916567	-32726.4	-118881
0.031182	834217	-218775	-6326.37
0.031251	426496	-695797	673878
0.034989	-996031	-497870	531519
0.048958	496566	297979	621891
0.067296	412483	18509	204223
0.001879	-171263	35202	-749006
0.087760	63923.2	459866	595774
0.057588	289789	907831	-283358
0.089149	3122.43	377982	756627
0.035805	-65150.8	-1.51256e+06	-210643
0.046226	309265	1.06182e+06	59706
0.005925	244839	176482	315000
0.018698	-104059	-141246	373386
0.068764	931601	494606	158801
0.034403	330838	-929870	161645
0.093576	290367	-18709.5	585031
0.012828	760451	561754	610638
0.102755	531554	607099	453258
0.055698	-431900	-777092	-198562
0.072642	-550626	-251215	-541401
0.000538	107931	-72170.3	602519
0.029178	564298	-339571	-629517
0.042364	910539	1.28318e+06	-549577
0.048390	-645265	34847.1	282963
0.078719	650695	1.04603e+06	-364788
0.084721	-410060	652666	28311.4
0.010324	28911.1	723430	-51408
0.018309	-374667	-749344	-129687
0.037126	615160	-980931	-105005
0.006079	-219355	656433	213067
0.054407	-178616	-58204.8	392920
0.034835	-488841	-1.57642e+06	72165.4
0.018266	230354	-858603	84594.5
0.020957	280293	746394	-685774
0.093677	-245592	-665012	-15623.8
0.070003	244936	-533080	93624.7
0.048013	-455038	223962	-486394
0.094206	-168840	233633	-213124
0.010831	-288647	28896.9	65676
0.077481	-126493	764766	315523
0.076344	-648284	-155542	134719
0.057590	44011.7	101455	-579754
0.019356	446152	-584859	296520
0.061173	-41696.4	632509	-657671
0.031170	28067.9	-23314.5	125213
0.014091	-240347	-172060	212823
0.022369	-597521	-378925	371167
0.092227	76133.9	488019	-417828
0.007571	294307	-3300.84	177554
0.025421	-316463	352036	328631
0.005010	-380636	-625684	-567838
0.045436	-349407	1.26307e+06	-286476
0.001621	-47787.7	-375624	250370
0.093166	679773	-257798	303360
0.019761	562910	163181	-606709
0.009259	70609.9	-250632	-414709
0.032047	1.07063e+06	-304185	234350
0.048053	-411678	1.03872e+06	866753
0.010499	-51976.7	220831	-25722.7
0.103207	-129677	1.22975e+06	177163
0.034138	-345295	-366348	-245676
0.031179	-328463	110431	408393
0.006400	-491794	348710	-23574.3
0.030151	-51998.5	-944456	-735363
0.004459	228860	-160477	-348119
0.051889	-551251	17902.2	-436808
0.079479	558042	-264412	678002
0.065132	546959	-49523	-194044
0.010144	-395885	192175	856668
0.008605	-148637	75963	237608
0.080121	379476	-723052	-339128
0.093457	-24815.8	278443	-238916
0.055973	-441391	-65651.9	737689
0.011432	-405430	-89550.3	136029
0.084654	-188519	-343772	-844460
0.034612	199449	-816551	-393686
0.030553	-239757	386614	125127
0.076404	356769	702765	-865414
0.000669	-97299.6	83672	-409294
0.005052	-201950	456935	36224
0.069187	195414	-115216	50600.3
0.062805	-412081	327696	347112
0.054930	-232131	-613925	482182
0.076247	302276	-561952	728718
0.073394	-562715	430704	189873
0.080965	-374317	763512	85027.2
0.029489	555862	-1.22041e+06	-323910
0.072025	409842	-35179.2	347986
0.058186	422686	393465	576315
0.040868	1.06567e+06	885164	-175034
0.007081	-248107	-717681	719069
0.081150	574151	423289	401022
0.035158	-246692	-1.25964e+06	217197
0.062797	651703	202057	-125537
0.076743	-568041	-565082	14238.2
0.010310	-10207.4	-128044	-551365
0.012966	-611797	268130	-275770
0.056593	-586896	-353250	-294925
0.049731	-777352	-23954.8	-504113
0.091830	-1.00361e+06	500161	-351341
0.082719	632397	62588	17150.5
0.076166	912287	868337	157297
0.004714	-243958	705646	-613720
0.007301	-953524	-269216	-248235
0.009346	-321667	-121761	186336
0.081993	-478872	-168722	-659555
0.098087	-201531	-235619	485880
0.070814	58737.3	-235146	43363.6
0.013746	-112693	560428	76269.5
0.074925	-51291.1	-426823	116866
0.010750	-174717	-485279	-687819
0.012264	132129	-514077	103393
0.065919	179527	386109	-411372
0.034222	-81637.8	-779449	188216
0.066986	635800	306472	-706550
0.077748	-76770.1	454613	209499
0.060000	372147	-182354	-374302
0.076530	-223501	146514	-73943.6
0.024196	-238576	-217422	-112860
0.076212	176890	351029	138802
0.100734	642996	220053	272322
0.089504	221212	14979.4	-236651
0.008701	-337268	-399721	-230858
0.037325	842038	-729605	-618736
0.038407	1.14941e+06	-779633	193363
0.070900	94802.6	160292	-7327.27
0.061872	-24651.2	-722149	-22113.8
0.081983	-5133.55	154006	279811
0.038817	1.39887e+06	-193934	778678
0.021543	-185408	-10288.8	221987
0.008676	242123	3045.77	-302948
0.079905	592512	317870	1325.22
0.021158	250402	-335396	-134179
0.040158	829518	-101747	-37712.4
