0.000000	0.25957
0.000024	0.259646
0.000047	0.259722
0.000071	0.259797
0.000094	0.259872
0.000118	0.259947
0.000141	0.260021
0.000165	0.260095
0.000188	0.260169
0.000212	0.260242
0.000235	0.260315
0.000259	0.260387
0.000282	0.26046
0.000306	0.260531
0.000329	0.260603
0.000353	0.260674
0.000376	0.260745
0.000400	0.260816
0.000423	0.260886
0.000447	0.260956
0.000470	0.261025
0.000494	0.261094
0.000517	0.261163
0.000541	0.261231
0.000564	0.2613
0.000588	0.261367
0.000611	0.261435
0.000635	0.261502
0.000658	0.261569
0.000682	0.261635
0.000705	0.261701
0.000729	0.261767
0.000752	0.261832
0.000776	0.261897
0.000799	0.261962
0.000823	0.262026
0.000846	0.26209
0.000870	0.262153
0.000893	0.262217
0.000917	0.26228
0.000940	0.262342
0.000964	0.262404
0.000987	0.262466
0.001011	0.262528
0.001034	0.262589
0.001058	0.26265
0.001081	0.26271
0.001105	0.262771
0.001128	0.26283
0.001152	0.26289
0.001175	0.262949
0.001199	0.263008
0.001222	0.263066
0.001246	0.263124
0.001269	0.263182
0.001293	0.263239
0.001317	0.263296
0.001340	0.263353
0.001364	0.263409
0.001387	0.263465
0.001411	0.263521
0.001434	0.263576
0.001458	0.263631
0.001481	0.263686
0.001505	0.26374
0.001528	0.263794
0.001552	0.263848
0.001575	0.263901
0.001599	0.263954
0.001622	0.264006
0.001646	0.264058
0.001669	0.26411
0.001693	0.264162
0.001716	0.264213
0.001740	0.264264
0.001763	0.264314
0.001787	0.264364
0.001810	0.264414
0.001834	0.264463
0.001857	0.264512
0.001881	0.264561
0.001904	0.26461
0.001928	0.264658
0.001951	0.264705
0.001975	0.264753
0.001998	0.2648
0.002022	0.264846
0.002045	0.264892
0.002069	0.264938
0.002092	0.264984
0.002116	0.265029
0.002139	0.265074
0.002163	0.265119
0.002186	0.265163
0.002210	0.265207
0.002233	0.26525
0.002257	0.265293
0.002280	0.265336
0.002304	0.265379
0.002327	0.265421
0.002351	0.265463
0.002374	0.265504
0.002398	0.265545
0.002421	0.265586
0.002445	0.265626
0.002468	0.265666
0.002492	0.265706
0.002515	0.265745
0.002539	0.265784
0.002563	0.265823
0.002586	0.265861
0.002610	0.265899
0.002633	0.265937
0.002657	0.265974
0.002680	0.266011
0.002704	0.266048
0.002727	0.266084
0.002751	0.26612
0.002774	0.266155
0.002798	0.266191
0.002821	0.266226
0.002845	0.26626
0.002868	0.266294
0.002892	0.266328
0.002915	0.266362
0.002939	0.266395
0.002962	0.266427
0.002986	0.26646
0.003009	0.266492
0.003033	0.266524
0.003056	0.266555
0.003080	0.266586
0.003103	0.266617
0.003127	0.266647
0.003150	0.266677
0.003174	0.266707
0.003197	0.266736
0.003221	0.266765
0.003244	0.266794
0.003268	0.266822
0.003291	0.26685
0.003315	0.266878
0.003338	0.266905
0.003362	0.266932
0.003385	0.266959
0.003409	0.266985
0.003432	0.267011
0.003456	0.267036
0.003479	0.267062
0.003503	0.267087
0.003526	0.267111
0.003550	0.267135
0.003573	0.267159
0.003597	0.267183
0.003620	0.267206
0.003644	0.267229
0.003667	0.267251
0.003691	0.267273
0.003714	0.267295
0.003738	0.267316
0.003761	0.267337
0.003785	0.267358
0.003808	0.267379
0.003832	0.267399
0.003856	0.267418
0.003879	0.267438
0.003903	0.267457
0.003926	0.267476
0.003950	0.267494
0.003973	0.267512
0.003997	0.26753
0.004020	0.267547
0.004044	0.267564
0.004067	0.267581
0.004091	0.267597
0.004114	0.267613
0.004138	0.267629
0.004161	0.267644
0.004185	0.267659
0.004208	0.267674
0.004232	0.267688
0.004255	0.267702
0.004279	0.267715
0.004302	0.267729
0.004326	0.267742
0.004349	0.267754
0.004373	0.267766
0.004396	0.267778
0.004420	0.26779
0.004443	0.267801
0.004467	0.267812
0.004490	0.267822
0.004514	0.267833
0.004537	0.267843
0.004561	0.267852
0.004584	0.267861
0.004608	0.26787
0.004631	0.267879
0.004655	0.267887
0.004678	0.267895
0.004702	0.267902
0.004725	0.267909
0.004749	0.267916
0.004772	0.267923
0.004796	0.267929
0.004819	0.267935
0.004843	0.26794
0.004866	0.267945
0.004890	0.26795
0.004913	0.267955
0.004937	0.267959
0.004960	0.267963
0.004984	0.267966
0.005007	0.267969
0.005031	0.267972
0.005054	0.267974
0.005078	0.267977
0.005102	0.267978
0.005125	0.26798
0.005149	0.267981
0.005172	0.267982
0.005196	0.267982
0.005219	0.267982
0.005243	0.267982
0.005266	0.267982
0.005290	0.267981
0.005313	0.267979
0.005337	0.267978
0.005360	0.267976
0.005384	0.267974
0.005407	0.267971
0.005431	0.267968
0.005454	0.267965
0.005478	0.267962
0.005501	0.267958
0.005525	0.267954
0.005548	0.267949
0.005572	0.267944
0.005595	0.267939
0.005619	0.267934
0.005642	0.267928
0.005666	0.267921
0.005689	0.267915
0.005713	0.267908
0.005736	0.267901
0.005760	0.267893
0.005783	0.267886
0.005807	0.267877
0.005830	0.267869
0.005854	0.26786
0.005877	0.267851
0.005901	0.267842
0.005924	0.267832
0.005948	0.267822
0.005971	0.267811
0.005995	0.2678
0.006018	0.267789
0.006042	0.267778
0.006065	0.267766
0.006089	0.267754
0.006112	0.267741
0.006136	0.267729
0.006159	0.267716
0.006183	0.267702
0.006206	0.267689
0.006230	0.267674
0.006253	0.26766
0.006277	0.267645
0.006300	0.26763
0.006324	0.267615
0.006347	0.267599
0.006371	0.267583
0.006395	0.267567
0.006418	0.26755
0.006442	0.267533
0.006465	0.267516
0.006489	0.267498
0.006512	0.267481
0.006536	0.267462
0.006559	0.267444
0.006583	0.267425
0.006606	0.267406
0.006630	0.267386
0.006653	0.267366
0.006677	0.267346
0.006700	0.267325
0.006724	0.267305
0.006747	0.267283
0.006771	0.267262
0.006794	0.26724
0.006818	0.267218
0.006841	0.267196
0.006865	0.267173
0.006888	0.26715
0.006912	0.267126
0.006935	0.267103
0.006959	0.267079
0.006982	0.267054
0.007006	0.267029
0.007029	0.267005
0.007053	0.266979
0.007076	0.266954
0.007100	0.266928
0.007123	0.266901
0.007147	0.266875
0.007170	0.266848
0.007194	0.266821
0.007217	0.266793
0.007241	0.266765
0.007264	0.266737
0.007288	0.266709
0.007311	0.26668
0.007335	0.266651
0.007358	0.266621
0.007382	0.266592
0.007405	0.266562
0.007429	0.266531
0.007452	0.266501
0.007476	0.26647
0.007499	0.266438
0.007523	0.266407
0.007546	0.266375
0.007570	0.266343
0.007593	0.26631
0.007617	0.266277
0.007641	0.266244
0.007664	0.26621
0.007688	0.266177
0.007711	0.266143
0.007735	0.266108
0.007758	0.266073
0.007782	0.266038
0.007805	0.266003
0.007829	0.265967
0.007852	0.265931
0.007876	0.265895
0.007899	0.265859
0.007923	0.265822
0.007946	0.265785
0.007970	0.265747
0.007993	0.265709
0.008017	0.265671
0.008040	0.265633
0.008064	0.265594
0.008087	0.265555
0.008111	0.265516
0.008134	0.265476
0.008158	0.265436
0.008181	0.265396
0.008205	0.265355
0.008228	0.265314
0.008252	0.265273
0.008275	0.265232
0.008299	0.26519
0.008322	0.265148
0.008346	0.265106
0.008369	0.265063
0.008393	0.26502
0.008416	0.264977
0.008440	0.264933
0.008463	0.264889
0.008487	0.264845
0.008510	0.2648
0.008534	0.264756
0.008557	0.264711
0.008581	0.264665
0.008604	0.264619
0.008628	0.264573
0.008651	0.264527
0.008675	0.264481
0.008698	0.264434
0.008722	0.264386
0.008745	0.264339
0.008769	0.264291
0.008792	0.264243
0.008816	0.264195
0.008839	0.264146
0.008863	0.264097
0.008886	0.264048
0.008910	0.263998
0.008934	0.263948
0.008957	0.263898
0.008981	0.263848
0.009004	0.263797
0.009028	0.263746
0.009051	0.263695
0.009075	0.263643
0.009098	0.263591
0.009122	0.263539
0.009145	0.263486
0.009169	0.263434
0.009192	0.26338
0.009216	0.263327
0.009239	0.263273
0.009263	0.263219
0.009286	0.263165
0.009310	0.263111
0.009333	0.263056
0.009357	0.263001
0.009380	0.262945
0.009404	0.26289
0.009427	0.262834
0.009451	0.262777
0.009474	0.262721
0.009498	0.262664
0.009521	0.262607
0.009545	0.262549
0.009568	0.262492
0.009592	0.262434
0.009615	0.262375
0.009639	0.262317
0.009662	0.262258
0.009686	0.262199
0.009709	0.262139
0.009733	0.262079
0.009756	0.262019
0.009780	0.261959
